word,positive,negative
not arrogant nor rash,1,0
not bad,1,0
not bad at all,1,0
not being given to boasting or showing off,1,0
not being the least bit negligent,1,0
not being too hard on,1,0
not commit the slightest offence against the civilians,1,0
not conceited nor rash,1,0
not crowded,1,0
not decline to shoulder a responsibility,1,0
not difficult,1,0
not encroach on the interests of the people to the slightest degree,1,0
not even a crow or sparrow can be heard,1,0
not feel ashamed to ask and learn from one's subordinates,1,0
not follow the beaten track,1,0
not go beyond one's bounds,1,0
not greasy or strongly flavored,1,0
not hard up,1,0
not ordinary,1,0
not pass on to others what one is called upon to do,1,0
not pocket the money one picks up,1,0
not seek fame and wealth,1,0
not to be altered under any circumstances,1,0
not too strict,1,0
notable,1,0
notably,1,0
noted,1,0
noticeable,1,0
novel,1,0
nucleus,1,0
number one,1,0
obduracy,1,0
obedient,1,0
obediently,1,0
objective,1,0
objectively,1,0
obliging,1,0
obligingly,1,0
obligingness,1,0
obsequious,0,1
obsequiously submissive,1,0
observant,1,0
obsessed with ambition,1,0
obstinate,0,1
obstinately,0,1
obvious,1,0
obvious to all,1,0
obviously,1,0
occupy a commanding position,1,0
of a high moral standard in society,1,0
of a senior generation,1,0
of a woman's bearing,1,0
of account,1,0
of best quality approved by a ministry,1,0
of boundless beneficence,1,0
of considerable interest,1,0
of delicate beauty,1,0
of deluxe model,1,0
of enchanting scene of spring,1,0
of equal excellence,1,0
of equal importance,1,0
of extraordinary splendour,1,0
of gigantic stature,1,0
of good character and fine scholarship,1,0
of good upbringing,1,0
of great help,1,0
of great importance,1,0
of great interest,1,0
of great renown,1,0
of great renown and influence,1,0
of great service,1,0
of high popularity,1,0
of high position,1,0
of high rank,1,0
of high repute,1,0
of immediate concern,1,0
of indomitable spirit,1,0
of joyous scene in spring,1,0
of lofty posture,1,0
of lofty stance,1,0
"of low investment, short construction period, and quick returns",1,0
of martial bearing,1,0
of moral spirit,1,0
of much wisdom,1,0
of noble spirit,1,0
of one heart and one mind,1,0
of one's own accord,1,0
of one's own free will,1,0
of primary interest,1,0
of primitive simplicity,1,0
of quick result,1,0
of rank,1,0
of soldierly bearing,1,0
of some account,1,0
of some help,1,0
of splendid prospects,1,0
of standard purity,1,0
of striking appearance,1,0
of strong personality,1,0
of superior grade,1,0
of the best quality,1,0
of the first importance,1,0
of the right consistency,1,0
of the utmost improtance,1,0
of use,1,0
of value,1,0
of vast happiness,1,0
of venerable age and eminent virtue,1,0
of very high level,1,0
of vital importance,1,0
of well-deserved reputation,1,0
of wide reading,1,0
offending to the eye,0,1
old brand,1,0
old but vigorous,1,0
omnipotent,1,0
omniscient,1,0
omniscient and omnipotent,1,0
on friendly terms,1,0
on schedule,1,0
on scheduled,1,0
on the quiet,1,0
on the table,1,0
on time,1,0
one in hundred,1,0
one integrated mass,1,0
one's meritorious service should not be neglected,1,0
open,1,0
open and aboveboard,1,0
open and flat,1,0
open and upright,1,0
open to persuasion,1,0
open-and-shut,1,0
open-heartedly,1,0
open-minded,1,0
openhanded,1,0
openhandedness,1,0
openhearted,1,0
openly,1,0
openly and legally,1,0
openly and uprightly,1,0
operate from a strategically advantageous position,1,0
optimal,1,0
optimistic,1,0
optimistically,1,0
optimum,1,0
opulence,1,0
opulent,1,0
orderly,1,0
original,1,0
ornate,1,0
orthodox,1,0
ostensible,1,0
oustanding,1,0
out and out,1,0
out of absolutely necessity,1,0
out of question,1,0
out of the common run,1,0
out-and-out,1,0
outright,1,0
outspoken,1,0
outspokenness,1,0
outstanding,1,0
outstandingly,1,0
overcautious,1,0
overgrown,1,0
overt,1,0
overtly,1,0
overwhelming,1,0
pacific,1,0
pacifically,1,0
painstaking,0,1
painstakingly,1,0
painstakingness,1,0
palatable,1,0
palatial,1,0
pally,1,0
palmary,1,0
palpable,1,0
paramount,1,0
passional,1,0
pat,1,0
peace and happiness,1,0
peaceful,1,0
peaceful and comfortable,1,0
peaceful and happy,1,0
peaceful and quiet,1,0
peacefully,1,0
peacefully and comfortably,1,0
peacefully and quietly,1,0
peacefulness,1,0
pellucid,1,0
pellucidity,1,0
pellucidness,1,0
penetrated,1,0
penetrating,1,0
penetrative,1,0
penny-pinching,1,0
pensive,1,0
pensiveness,1,0
perceptive,1,0
perdurable,1,0
perfect,1,0
perfect conjugal bliss,1,0
perfect in every way,1,0
perfectly,1,0
perfectly clean,1,0
perfectly clear,1,0
perfectly justifiable,1,0
perfectly justified,1,0
perfectly obvious,1,0
perfectly safe,1,0
perfectly satisfactory,1,0
perfectly sound,1,0
perfervid,1,0
perkiness,1,0
perseverance,1,0
perseverant,1,0
perseverence,1,0
persevering,1,0
perseveringly,1,0
persistence,1,0
persistent,1,0
persistent and dauntless,1,0
persistently,1,0
personable,1,0
perspicacious,1,0
perspicuous,1,0
persuasive,1,0
pertinacious,0,1
pertinacity,1,0
pertinent,1,0
pertness,1,0
pesistency,1,0
philanthropic,1,0
philanthropical,1,0
philosophical,1,0
photogenic,1,0
physical,1,0
picked,1,0
picturesque,1,0
picturesquely,1,0
picturesqueness,1,0
piercing,0,1
piety,1,0
pinpoint,1,0
pious,1,0
piously,1,0
piousness,1,0
pit one against ten,1,0
pithily,1,0
pithiness,1,0
pithy,1,0
pithy and poignant,1,0
placid,1,0
placidity,1,0
placidly,1,0
placidness,1,0
plain,0,1
plainly,1,0
plainly speaking,1,0
plainspoken,1,0
plaintive and gorgeous,1,0
plane,1,0
plastic,1,0
pleadingly,1,0
pleasant,1,0
pleasant to hear,1,0
pleasant to the ear,1,0
pleasant to the eye,1,0
pleasantly,1,0
pleasantly sweet,1,0
pleasing,1,0
pleasing to both the eye and the mind,1,0
pleasing to the ear,1,0
pleasing to the eye,1,0
pliability,1,0
pliable and tough,1,0
pliable but strong,1,0
pliable but tough,1,0
pliancy,1,0
pliantness,1,0
plucky,1,0
plump,1,0
point-blank,1,0
polished,1,0
polite,1,0
politely,1,0
pollution-free,1,0
pomp,1,0
popular,1,0
popularly,1,0
positive,1,0
positively,1,0
possessing natural grace,1,0
powerful,1,0
powerful and dynamic,1,0
practicable,1,0
practical,1,0
practically,1,0
practically certain,1,0
practised,1,0
pragmatic,1,0
pragmatically,1,0
praisable,1,0
praiseworthy,1,0
prayerful,1,0
precious,1,0
preciousness,1,0
precise,1,0
precise and appropriate,1,0
precise and penetrating,1,0
precisely,1,0
precisely and appropriately,1,0
predicative,1,0
predict like a prophet,1,0
preeminence,1,0
preeminent,1,0
preeminently,1,0
preferable,1,0
preferential,1,0
preferentially,1,0
pregnant,1,0
preoccupied,0,1
preoccupied with,1,0
prepossessing,1,0
prerequisite,1,0
presentable,1,0
preserving,1,0
prestigious,1,0
prettily,1,0
prettily and charmingly,1,0
prettily and coquettishly,1,0
prettiness,1,0
pretty,1,0
pretty and charming,1,0
pretty and coquettish,1,0
pretty and smooth,1,0
pretty good,1,0
prevalent,1,0
priceless,1,0
pricelessness,1,0
primary,1,0
prime,1,0
princely,1,0
principal,1,0
principally,1,0
principled,1,0
prismy,1,0
pristine,1,0
proclaimed in writing,1,0
products abound and the people live in plenty,1,0
proficient,1,0
profound,1,0
profound and lasting,1,0
profoundly,1,0
profuse,1,0
profusely,1,0
programmatic,1,0
progressive,1,0
prominence,1,0
prominent,1,0
prominently,1,0
promising,1,0
promisingly,1,0
prompt,1,0
promptly,1,0
promptness,1,0
proper,1,0
proper-looking,1,0
properly,1,0
propitious,1,0
propitiously,1,0
propitiousness,1,0
proportionate,1,0
proportionately,1,0
proportioned,1,0
prosperous,1,0
prosperously,1,0
protocol,1,0
proud,0,1
proudly,0,1
pround and subtle,1,0
proverbial,1,0
provide food for thought,1,0
providential,1,0
prudence,1,0
prudent,1,0
prudential,1,0
prudently,1,0
public interest comes before private interest,1,0
public-spirited,1,0
punctiliousness,1,0
punctual,1,0
punctuality,1,0
punctually,1,0
pungent,1,0
pungently,1,0
punny,1,0
pure,1,0
pure and fresh,1,0
pure and honest,1,0
pure and noble,1,0
pure and sweet,1,0
purebred,1,0
pursy,1,0
put others before oneself,1,0
puzzling,1,0
quaint,1,0
qualified,1,0
quality,1,0
questionless,1,0
quick,1,0
quick of eye and hand,1,0
quick-witted,1,0
quick-wittedly,1,0
quickly,1,0
quiet,0,1
quiet and comfortable,1,0
quiet and secluded,0,1
quietly,0,1
quietness,1,0
quietude,1,0
quite and exquisite,1,0
quite obvious,1,0
quitely,1,0
racy,1,0
radiant and enchanting,1,0
radiant and vivacious,1,0
radical,1,0
raffish,1,0
rakish,1,0
ranking very high,1,0
rapt,1,0
rare,0,1
rarefied,1,0
rarely,1,0
rarified,1,0
rarity of rarities,1,0
rational,1,0
rationally,1,0
rattling,1,0
ravishing,1,0
razorsharp,1,0
reach the acme of prefection,1,0
reach the limit,1,0
reach the peak of perfection,1,0
readable and fluent,1,0
readily solved,1,0
real,1,0
realistic,1,0
realistically,1,0
really,1,0
really good,1,0
reasonable,1,0
reasonably,1,0
recondite,1,0
recreational,1,0
rectitude,1,0
redolent,1,0
refine,1,0
refined,1,0
refined and quiet,1,0
refinedly,1,0
reflective,1,0
refrain from going to extremes,1,0
refreshed,1,0
refreshful,1,0
refreshing,1,0
refreshingly,1,0
refulgent,1,0
refuse nobody,1,0
refuse nobody's request or offer,1,0
regardless of the weather,1,0
regardless of wind or rain,1,0
regular,1,0
regularly,1,0
reliability,1,0
reliable,1,0
reliably,1,0
religiousness,1,0
relucent,1,0
remain essentially the same despite all apparent changes,1,0
remain uncorrupted,1,0
remain untouched,1,0
remarkable,1,0
remarkable for both voice and expression,1,0
remarkably,1,0
remarkably original and forceful,1,0
renowned,1,0
reposeful,1,0
reputable,1,0
requisite,1,0
requite ingratitude with kindness,1,0
reserved,1,0
resilient,1,0
resolute,1,0
resolute and steadfast,1,0
resolutely,1,0
resolutely and steadfastly,1,0
respectable,1,0
respected,1,0
respectful,1,0
respectful and cautious,1,0
respectfully,1,0
respectfully and cautiously,1,0
respectfulness,1,0
resplendency,1,0
resplendent,1,0
resplendently,1,0
respond to every plea,1,0
responsible,1,0
restful,1,0
restfully,1,0
restfulness,1,0
restrained,1,0
resultful,1,0
return good for evil,1,0
reverberate like thunder,1,0
reverent,1,0
reverent and respectful,1,0
reverential,1,0
reverently,1,0
reverently and respectfully,1,0
revolutionary,1,0
rhetorical,1,0
rhythmic and sonorous,1,0
rhythmical,1,0
rhythmically,1,0
rich,1,0
rich and fertile,1,0
rich and gaudy,1,0
rich and honourable,1,0
rich and populous,1,0
rich multicoloured decoration,1,0
richest in the area,1,0
richly,1,0
richly and honourably,1,0
richly endowed,1,0
richly fragrant,1,0
ridiculous,1,0
ridiculously,1,0
right,1,0
right and proper,1,0
righteous,1,0
righteously,1,0
riotous,1,0
riotously,1,0
ripe,1,0
ripen,1,0
ripeness,1,0
ripening,1,0
robust,1,0
robustness,1,0
rock-firm,1,0
roilling on with full force,1,0
rolling on with full force,1,0
roomy and bright,1,0
rosy,1,0
routine,1,0
routinely,1,0
ruleby the voice of the many,1,0
sacramental,1,0
sacred,1,0
sacred and inviolable,1,0
sacrificing oneself for a just cause,1,0
sacrosanct,1,0
safe,1,0
safe and sound,1,0
safely,1,0
safety,1,0
sagacious,1,0
sagaciously,1,0
sagaciousness,1,0
sagacity,1,0
sage,1,0
saint,1,0
saintlike,1,0
saintly,1,0
salient,1,0
salutary,1,0
sane,1,0
sang-froid,1,0
sanguine,1,0
sanitary,1,0
satiny,1,0
satisfactorily,1,0
satisfactory,1,0
satisfying,1,0
sauciness,1,0
saucy,0,1
save worry,1,0
savoury,1,0
say what one thinks,1,0
scene of bustling activity,1,0
scenic,1,0
scented,1,0
scholarly,1,0
scientific,1,0
scientifically,1,0
scrupulous,1,0
scrupulous about every detail,1,0
scrupulously,1,0
scrupulousness,1,0
sea of people,1,0
searching,1,0
seasoned,1,0
secluded and beautiful,1,0
secluded and lonely,1,0
secretive,0,1
secretively,0,1
secure,1,0
securely,1,0
sedate,1,0
sedately,1,0
sedateness,1,0
seductive,0,1
seductively charming,1,0
seductively made up,1,0
sedulity,1,0
sedulous,1,0
sedulously,1,0
sedulousness,1,0
see sth. through,1,0
see what one has never seen before,1,0
seek truth through facts,1,0
seem all right,1,0
seem to have met before,1,0
seize every minute and second,1,0
select,1,0
self-abased,1,0
self-assertive,1,0
self-collected,1,0
self-effacing,1,0
self-effacingly,1,0
self-evident,1,0
self-evidently,1,0
self-possessed,1,0
self-possession,1,0
self-respecting,1,0
self-willed,0,1
selfless,1,0
selflessly,1,0
selflessness,1,0
selfpropelled,1,0
semi-overt,1,0
senior,1,0
sensible,1,0
sensibly,1,0
sensitive,1,0
sensitively,1,0
sentimental,1,0
sentimentally,1,0
serene,1,0
serenely,1,0
serenity,1,0
serious,0,1
serious and principled,1,0
serious in speech and manner,1,0
serious-mindedness,1,0
seriously,0,1
seriousness,1,0
serviceable,1,0
set,1,0
set people thinking,1,0
settled,1,0
seventh heaven,1,0
shaking heaven and earth,0,1
shaking the earth,1,0
shapeliness,1,0
shapely,1,0
sharp,1,0
sharp-eyed,1,0
sharp-tongued but not malicious,1,0
sharp-witted,1,0
sharply,1,0
sharply contoured,1,0
sharpness,1,0
shimmering,1,0
shining,1,0
shining and white,1,0
shining bright,1,0
shining through the ages,1,0
shining through the history,1,0
shining with boundless radiance,1,0
shiny,1,0
shipshape,1,0
short and pithy,1,0
short but vigorous,1,0
show great foresight,1,0
show ingenuity,1,0
show one's purpose of life by simple living,1,0
show sincere feeling,1,0
show thorough familiarity with a subject,1,0
showily,0,1
showing good sense,1,0
showing tremendous enthusiasm,1,0
showy,0,1
shrewd,1,0
shrewdly,1,0
significant,1,0
significantly,1,0
significative,1,0
silence,1,0
silence reigns,1,0
silence reigns supreme,1,0
silent,1,0
silently,1,0
silken,1,0
silklike,1,0
silky,1,0
silver-tongued,1,0
simple,1,0
simple and clear,1,0
simple and convenient,1,0
simple and easy,1,0
simple and honest,1,0
simple and unadorned,1,0
simple and unsophisticated,1,0
simple but elegant,1,0
simple-hearted,1,0
simplex,1,0
simplicity,1,0
simplified,1,0
simplistic,1,0
simply,1,0
simply and clearly,1,0
simply and conveniently,1,0
simply and easily,1,0
simply and honestly,1,0
simply but elegantly,1,0
sincere,1,0
sincere and earnest,1,0
sincere and honest,1,0
sincere and kind,1,0
sincere and simple,1,0
sincerely,1,0
sincerely and earnestly,1,0
sincerely and honestly,1,0
sincerely and kindly,1,0
sincerely and simply,1,0
sincerity,1,0
sinewy,1,0
single,1,0
single-hearted,1,0
single-minded,1,0
sinless,1,0
sketchily,1,0
sketchy,1,0
skilful,1,0
skilful in wushu or chess,1,0
skilful with one's hands,1,0
skilfully,1,0
skilled,1,0
skillful,1,0
skillful in,1,0
skillfully,1,0
skimpy,1,0
sleek,1,0
sleekly,1,0
sleight,1,0
slender,1,0
slender and delicate,1,0
slender and soft,1,0
slick,0,1
slim and graceful,1,0
slippery,0,1
slow and unhurried,1,0
small and exquisite,1,0
small in number but highly trained,1,0
small-denomination,1,0
smart,1,0
smartly,1,0
smooth,1,0
smooth and shining,1,0
smooth and steady,1,0
smooth and velvety,1,0
smooth-faced,1,0
smooth-spoken,1,0
smoothly,1,0
smoothly and steadily,1,0
smoothness,1,0
snappy,1,0
snazzy,1,0
snug,1,0
snugly,1,0
so many beautiful things that one simply can't take them all in,1,0
sober,1,0
sober and calm,1,0
soberly and calmly,1,0
soberness,1,0
sociability,1,0
sociable,1,0
sociableness,1,0
soft,0,1
soft-boiled,1,0
softhearted,1,0
softly,1,0
soldierlike,1,0
soldierly,1,0
solemn,0,1
solemn and just,1,0
solemn and quiet,1,0
solemn and respectful,1,0
solemn and stirring,1,0
solemn silence,1,0
solemness,1,0
solemnity,1,0
solemnly,1,0
solemnly and justly,1,0
solemnly and quietly,1,0
solemnly and respectfully,1,0
solicitous,1,0
solicitously,1,0
solid,1,0
solidly,1,0
somber,1,0
somberness,1,0
songfulness,1,0
sonsy,1,0
sophisticated,1,0
soulstirring,0,1
sound,1,0
sound in body and mind,1,0
spanking,1,0
sparkling,1,0
sparkling and crystal-clear,1,0
speak tactfully but to the point,1,0
specified,1,0
speckless,1,0
spectacular,1,0
spectacularly,1,0
spic,1,0
spic-and-span,1,0
spick,1,0
spick-and-span,1,0
spirited,1,0
spiritedness,1,0
splendid,1,0
splendidly,1,0
splendiferous,1,0
spotless,1,0
spotlessly,1,0
sprightly,1,0
spruce,1,0
spry,1,0
spunky,1,0
square,0,1
squarely,0,1
stable,1,0
stably,1,0
staid,1,0
staidly,1,0
staidness,1,0
stalwart,1,0
stand by one's word,1,0
stand head and shoulders above others,1,0
stand high and see far,1,0
standard,1,0
standardized,1,0
star,1,0
start sth. original,1,0
start well and end well,1,0
stately,1,0
static,1,0
statical,1,0
statuesque,1,0
statutory,1,0
staunch,1,0
staunchly,1,0
steadfast,1,0
steadfast and persevering (in face of difficulties),1,0
steadfastly,1,0
steadily,1,0
steadily and surely,1,0
steadiness,1,0
steady,1,0
steady and sure,1,0
steady-state,1,0
steep and magnificent,1,0
stick to sth. to the very end,1,0
stiff and smooth,1,0
still,1,0
stillness,1,0
stirring,1,0
stocky,1,0
stout,1,0
straight as a ramrod,1,0
straight from a gifted pen,1,0
straight talk from a straight person,1,0
straight to the point,1,0
straightforward,1,0
straightforward and plain-spoken,1,0
straightforward and uninhibited,1,0
straightforwardly,1,0
strapping,1,0
strict and fair in meeting out rewards and punishments,1,0
strike root in the hearts of the people,1,0
striking,1,0
strikingly,1,0
strong,1,0
strong and handsome,1,0
strong and healthy,1,0
strong and prosperous,1,0
strong and vigorous,1,0
strong in,1,0
strong in defence,1,0
strongly,1,0
strongly fragrant,1,0
strongly scented,1,0
studious,1,0
studiously,1,0
sturdily,1,0
sturdy,1,0
stylish,1,0
stylishly,1,0
suave,1,0
suavely,1,0
suaveness,1,0
suavity,1,0
sublime words with deep meaning,1,0
submissive,1,0
submissively,1,0
submissiveness,1,0
substantial,1,0
substantially,1,0
substantive,1,0
subtransparent,1,0
successful,1,0
successfully,1,0
succinct,1,0
succinctly,1,0
succinctness,1,0
sugared,1,0
suit both refined and popular tastes,1,0
suit measures to local conditions,1,0
suit measures to time,1,0
suit one's taste,1,0
suitable,1,0
suitable for a painting,1,0
suitably,1,0
summary,1,0
sumptuous,0,1
sumptuously,0,1
super,1,0
superb,1,0
superb collection of beautiful things,1,0
superb craftsmanship excelling nature,1,0
superbly,1,0
supereminent,1,0
superfine,1,0
superior,1,0
superior-quality,1,0
superlative,1,0
superlative craftsmanship,1,0
supple,1,0
suppreme,1,0
supreme,1,0
supremely skilled,1,0
surefire,1,0
surging,1,0
surging forward with great momentum,1,0
surpassing the ancients and amazing contemporaries,1,0
sustained,1,0
svelte,1,0
svetle,1,0
sweet,1,0
sweet and agreeable,1,0
sweet and charming,1,0
sweet and refreshing,1,0
sweet-scented,1,0
sweet-smelling,1,0
sweet-sounding,1,0
sweetly,1,0
sweetly and agreeably,1,0
sweetly and charmingly,1,0
sweetly and refreshingly,1,0
syclopentadiene,1,0
sylphlike,1,0
symbol of dogged determination,1,0
symmetric,1,0
symmetrical,1,0
symmetrically,1,0
sympathetic,1,0
systematic,1,0
systematically,1,0
systematically and in full detail,1,0
tact,1,0
tactful,0,1
tactfully,0,1
taintless,1,0
take a broad and long view,1,0
take a broad and long-term view,1,0
take a circuitous route,1,0
taken for granted,1,0
taking great pains,1,0
talented,1,0
tall and graceful,1,0
tame,1,0
tame and docile,1,0
tameness,1,0
tasteful,1,0
tastefully,1,0
tasty,1,0
tasty and refreshing,1,0
teach students according to their aptitude,1,0
telegenic,1,0
tempered into a steel,1,0
tempting,1,0
tenable,1,0
tenacious,1,0
tenaciously,1,0
tenaciousness,1,0
tenacity,1,0
tender,1,0
tender and beautiful,1,0
tenderly,1,0
tenderly and beautifully,1,0
terrific,0,1
terse,1,0
tersely,1,0
terseness,1,0
the Foolish Old Man removed the mountains,1,0
the defects cannot obscure the virtues,1,0
the disease is cured as soon as a meicine is given,1,0
the early bird catches the worm,1,0
the earth trembled and the mountains swayed,1,0
the insensate stones nod in agreement,1,0
the name matches the reality,1,0
there's great promise for the future,1,0
there's something behind all this,1,0
thick,1,0
thickset,1,0
think and act in one and the same way,1,0
think thrice before you act,1,0
thinly veiled,1,0
thorough,1,0
thoroughbred,1,0
thoroughgoing,1,0
thoroughly,1,0
thought-provoking,1,0
thoughtful,1,0
thoughtfully,1,0
thoughtfulness,1,0
thrift,1,0
thriftily,1,0
thriftily and simply,1,0
thriftiness,1,0
thrifty,1,0
thrifty and simple,1,0
thrilling,0,1
thriving,1,0
through and through,1,0
through to the end,1,0
tidily,1,0
tidiness,1,0
tidy,1,0
tight-lipped,1,0
timesaving,1,0
tip-top,1,0
tiptop,1,0
tirelessly,1,0
tirelessness,1,0
to one's taste,1,0
to sb's face,1,0
to schedule,1,0
to the best of one's ability,1,0
to the pint,1,0
to the point,1,0
tolerant,1,0
tolerantly,1,0
tonicity,1,0
too modest,1,0
too wonderful for words,1,0
top grade,1,0
top quality,1,0
top-grade,1,0
top-notch,1,0
top-quality,1,0
topnotch,1,0
torrid,1,0
touching,1,0
touchingly,1,0
tough,0,1
tough and tensile,1,0
toughly,0,1
toughness,1,0
tractability,1,0
tractable,1,0
tractableness,1,0
traditional,1,0
tranquil,1,0
tranquility,1,0
tranquillity,1,0
tranquilly,1,0
transcendent,1,0
translucent,1,0
transparent,1,0
treasured,1,0
treat equally without discrimination,1,0
trenchant,1,0
trenchantly,1,0
trendy,1,0
trim,1,0
tripping,1,0
trippingly,1,0
trouble-taken,1,0
true,1,0
true and wholehearted,1,0
true to life,1,0
true to nature,1,0
true to one's name,1,0
truehearted,1,0
truly,1,0
truly and whole-heartedly,1,0
truly and wholeheartedly,1,0
trustily,1,0
trustiness,1,0
trustworthy,1,0
trusty,1,0
truthful,1,0
try hard,1,0
tumultuous,0,1
tumultuously,0,1
tunefulness,1,0
turbulent,0,1
twinkling,1,0
typical,1,0
typically,1,0
ultrafashionable,1,0
unadorned,1,0
unadorned and in good taste,1,0
unadulterated,1,0
unaffected,1,0
unaffectedly,1,0
unaffectedness,1,0
unalloyed,1,0
unalterable,0,1
unambiguity,1,0
unambiguous,1,0
unambiguously,1,0
unambitious,1,0
unanimous,1,0
unanimously,1,0
unarguable,1,0
unassailable,1,0
unassertive,1,0
unassuming,1,0
unassumingness,1,0
unbending,1,0
unbendingly,1,0
unbiased,1,0
unbiasedly,1,0
unbiassed,1,0
unblemished,1,0
unblocked,1,0
unbound,1,0
uncanny workmanship,1,0
unchanged,1,0
uncoditionally,1,0
uncommon,0,1
uncomplicated,1,0
uncompromising,1,0
unconcealed,1,0
unconfined,1,0
unconstrained,1,0
unconventional,0,1
unconverted,1,0
undamaged,1,0
undaunted,1,0
undaunted by repeated setbacks,1,0
undemonstrative,1,0
undeniable,1,0
under excellent army discipline,1,0
undiscouraged,1,0
undiscriminating,1,0
undisguised,1,0
undisguisedly,1,0
undismayed,1,0
undisputable,1,0
undisturbed,1,0
undivided,1,0
undoubted,1,0
undoubtedly,1,0
unencumbered,1,0
unequivocal,1,0
unequivocally,1,0
unequivocalness,1,0
unexampled,1,0
unfailing,1,0
unfaltering,1,0
unfathomable,1,0
unfathomably,1,0
unfeigned,1,0
unflagging,1,0
unflattering,1,0
unflawed,1,0
unflinching,1,0
unfolding on a magnificent scale,1,0
ungrudging,1,0
unharmful,1,0
unharming,1,0
unhesitating,1,0
unhurriedly,1,0
unifiable,1,0
unified,1,0
unified entity,1,0
uniform,1,0
uniformly,1,0
unimpeachable,1,0
unimpeded,1,0
unitary,1,0
united,1,0
unitive,1,0
universally applicable,1,0
unlimited,1,0
unlimitedly,1,0
unmistakable,1,0
unmixed,1,0
unobjectionable,1,0
unobtrusive,1,0
unpaid,1,0
unprecedented,1,0
unprejudiced,1,0
unprejudicedly,1,0
unpretentious,1,0
unquestionable,1,0
unquestionably,1,0
unremitting,1,0
unremittingly,1,0
unreserved,1,0
unreservedly,1,0
unrestrained,0,1
unrestrainedly,0,1
unrestrictedly,1,0
unruffled,1,0
unscathed,1,0
unselfish,1,0
unselfishly,1,0
unselfishness,1,0
unshackled,1,0
unshakable,1,0
unshakable in one's determination,1,0
unshaken,1,0
unsophisticated,1,0
unsparing,1,0
unsubduable,1,0
unsullied,1,0
unswerving,1,0
unswervingly loyal,1,0
untidy,0,1
untied,1,0
untiring,1,0
untiringly,1,0
untrammelled,1,0
unvarnished,1,0
unvarying,1,0
unyielding,0,1
unyieldingly,1,0
unyieldingness,1,0
up to standard,1,0
up to the mark,1,0
upper-class,1,0
uppermost,1,0
upright,1,0
upright and foursquare,1,0
upright and just,1,0
upright and never stooping to flattery,1,0
upright and outspoken,1,0
upright and unafraid,1,0
uprightly,1,0
uprightness,1,0
urbane,1,0
urbanity,1,0
urging sb. time and again with good intentions,1,0
useful,1,0
"usually careless, but sometimes sharp",1,0
utter,1,0
utter devotion to others without any thought of self,1,0
valiant,1,0
valiant and heroic,1,0
valiantly,1,0
valid,1,0
valid everywhere,1,0
validly,1,0
valorous,1,0
valuable,1,0
valuableness,1,0
valued,1,0
varnished,1,0
vast,1,0
vast and mighty,1,0
vealy,1,0
velvety,1,0
venerable,1,0
veracious,1,0
verbatim,1,0
verdant,1,0
verdant and luxuriant,1,0
verified,1,0
veritable,1,0
versatile,1,0
versatility,1,0
versed in the ways of the world,1,0
very best,1,0
very careful,1,0
very clear and bright,1,0
very clearly and brightly,1,0
very familiar to the ear,1,0
very fragrant,1,0
very great,1,0
very impressive,1,0
very intimate,1,0
very learned,1,0
very lucky,1,0
very nice to chew it,1,0
very obvious,1,0
very patient,1,0
very patiently,1,0
very popular,1,0
very smooth,1,0
very steady,1,0
very witty,1,0
vie with each other,1,0
vigilant,1,0
vigilantly,1,0
vigorous,1,0
vigorous and hearty,1,0
vigorous and nimble,1,0
vigorously,1,0
vigorously and nimbly,1,0
virile,1,0
virtually,1,0
virtuoso,1,0
virtuous,1,0
vital,1,0
vitally,1,0
vivid,1,0
vividly,1,0
vividly portrayed,1,0
vividness,1,0
vivification,1,0
voguish,1,0
voluble,1,0
voluntarily,1,0
voluntary,1,0
voluptuousness,1,0
walking on air,1,0
warm and sincere,1,0
warmand friendly,1,0
warmhearted,1,0
warmheartedly,1,0
warmly,1,0
warmly and sincerely,1,0
wary,1,0
water constantly dripping wears holes in stone,1,0
wayward,1,0
wealthy,1,0
wealthy and high-rank,1,0
weighty,1,0
well,1,0
well appointed,1,0
well known,1,0
well pressed,1,0
well provided for,1,0
well versed in both polite letters and martial arts,1,0
well-acquainted with,1,0
well-advised,1,0
well-appointed,1,0
well-arranged,1,0
well-balanced,1,0
well-born,1,0
well-bred,1,0
well-built,1,0
well-chosen,1,0
well-conducted,1,0
well-defined,1,0
well-developed,1,0
well-distributed,1,0
well-done,1,0
well-drilled,1,0
well-earned,1,0
well-educated and sensible,1,0
well-experienced,1,0
well-fixed,1,0
well-formed,1,0
well-found,1,0
well-founded,1,0
well-furnished,1,0
well-grounded,1,0
well-heeled,1,0
well-illuminated,1,0
well-informed,1,0
well-intentioned,1,0
well-ironed,1,0
well-judged,1,0
well-knit,1,0
well-known,1,0
"well-known, special and quality",1,0
"well-known, special, quality and new",1,0
well-liking,1,0
well-lit,1,0
well-looking,1,0
well-lubricated,1,0
well-made,1,0
well-mannered,1,0
well-marked,1,0
well-meaning,1,0
well-meant,1,0
well-measured,1,0
well-off,1,0
well-ordered,1,0
well-preserved,1,0
well-proportioned,1,0
well-read,1,0
well-regulated,1,0
well-reputed,1,0
well-set,1,0
well-situated,1,0
well-thought-of,1,0
well-to-do,1,0
well-trained,1,0
well-versed,1,0
wellarranged,1,0
welllit,1,0
wellorganized,1,0
what one sees and hears,1,0
when everything is all right,1,0
whenever one says sth. one hits the nail on the head,1,0
